"articleid"	"text"	"source_name"	"language"	"iso3"
"20190913170000_tra_A0003172"	"points , and fighting terrorism . abia in the region . this came in a press statement made by erdogan after his performance on friday prayers in one of istanbul . he pointed out that the three peaks between turkey , russia and iran on syria were launched in the  russian city of sochi and then continue to be held in iran and turkey . he said that the turkish capital ankara hosts the three days after the tripartite summit . we will focus on our talks at the tripartite summit in ankara with iran and russia to develop developments in"	"aksalser.com"	"ara"	"SYR"
"20220326104500_tra_A0001691"	"was worried about the new trans-activism , which he , insisted to undermine the legal definition of paul and replaced with self-determination . the author replied to putin by sharing the social networks article about alexei naval , opposition politician , sentenced this week of nine years in prison in  russia . we have been there . in these sad moments in which we can not find meaning in anything we do and do not see the good things . at merchant ... probably people who can criticize the culture of western denial are not those who are currently killing civilians"	"actualno.com"	"bul"	"BGR"
"20220929084500_tra_A0000206"	"moment . because the sports car manufacturer has been on the stock exchange since this thursday . the first course was 84.00 euros above the issue price of 82.50 euros and closed at the end of the day at 82.82 euros . , fund manager at union investment . the  ukraine secretary , the energy crisis with the resulting high inflation and the rising interest rates worldwide strain the global stock markets . it only slipped to a new annual low on wednesday . in a difficult environment , you just have to see an ipo of this size , you"	"handelsblatt.com"	"deu"	"DEU"
"20181017154500_tra_A0000951"	"in the south-east of  moscow  began to restore the garage of the state university , built on the project of the architect konstantin melnikov . this is reported by the portal of the mayor and government . the object was erected in 1936. he became the personification of the completion of the era of the"	"rt.com"	"rus"	"DOM"
"20220328183000_tra_A0001743"	"for vgs holdning . vgs politiske redaktør svarer for lederen.aps raymond johansen , byrådsleder i oslo , skrev i helgen der han argumenterer for at vi må se på vårt forhold til eu og europa på nytt . bakteppet er den alvorlige internasjonale situasjonen . vårt naboland russland har invadert  ukraina med brutal militærmakt . det er krig i europa.men selv om sikkerhetspolitikken er det bærende i johansens kronikk , tegner han et bredere bilde . han ser eu og europeiske land som en garantist for det liberale demokrati , i møte med mørke og autoritære krefter i europa . som"	"vg.no"	"nor"	"DNK"
"20220426214500_tra_A0000632"	"cryptocurrency that was originally parodic , thanks to which he seems to have helped shoot his price . - duel against putin - challenge to vladimir putin to a man to man fight , elon musk said on march 14. the winner would stay with ukraine , a country that  russia had invaded three weeks before . do you accept this fight ? he added in another message , in russian , addressed to the kremlin . - difficult love - elon musk loves to criticize twitter . he made a series of derogatory comments in early april , before announcing"	"swissinfo.ch"	"spa"	"SLV"
"20220512154500_tra_A0000421"	"shlemenko : if you say something about alcohol , for a sober life , then the  russian fighter of mma is flying on you about whether he was attacked by tajik fans after refusing to fight faridun odilov . “ i did not particularly follow , there were no particular attacks . other people have to block more . if you say something about alcohol , for"	"championat.com"	"rus"	"EST"
"20191004121500_tra_A0000776"	"added to the traditional areas of cooperation . in zhytomyr , ukrainian and belarusian enterprises during the second forum of the regions signed contracts for the supply of belarus more than $ 542 million . this was reported in the press service of the chamber of commerce and industry of  ukraine . belarus is a very important trade partner of ukraine . in terms of mutual trade in the first half of this year , it ranks fifth among all countries of the world ( after china , russia , germany and poland ) . it is very important for us"	"tsn.ua"	"rus"	"CZE"
"20201004084500_tra_A0001693"	", which causes a casualties of a large number of people . the role of international research and development cooperation in the international online event , including the deputy ministers and ministers , including the deputy ministers of azerbaijan , australia , iran , canada , canada , norway ,  russia , spain , argentina , thailand , social issues related to sciences and humanism were discussed . minister of transport , communications and high technologies ramin guluzadeh spoke at the event , which was attended by the ministers and officials of the countrys countries and the events on the front"	"525.az"	"axe"	"ESP"
"20230224083000_eng_A0000949"	"platform also provided access to advice , online training modules for cv writing , job search and links to resources to help them find housing , as well as to government sites explaining local labour market regulations . 3. scholarship programme for students as many as 28 indian students from  ukraine , who had to leave the country due to the crisis in the country , . among the lot , 14 students were enrolled under the gmu-ukraine student exchange program , while nine enrolled for an exchange programme , and five qualified for the free seats in medicine . the"	"khaleejtimes.com"	"eng"	"ARE"
